Company Name,Location,Job Title,Required Skills,Job Description,Experience Level,Salary Range,Posting Date,Job Type
Accenture,Pune,DevOps Engineer,"Ruby on Rails, PostgreSQL",NA,Senior,6-10 LPA,29-04-2023,Part-time
Infosys,Pune,Full Stack Developer,"HTML, CSS, JavaScript",NA,Senior,7-12 LPA,14-01-2024,Contract
Flipkart,Indore,Frontend Developer,"React, Node.js, SQL",NA,Mid-level,5-8 LPA,14-02-2023,Part-time
Flipkart,Kolkata,Full Stack Developer,"Java, Spring Boot, Microservices",NA,Entry-level,10-15 LPA,02-10-2023,Part-time
HCL Technologies,Kolkata,Data Scientist,"AWS, Azure, Docker",NA,Senior,7-12 LPA,20-11-2024,Full-time
Byju's,Hyderabad,Business Analyst,"Java, Spring Boot, Microservices",NA,Mid-level,6-10 LPA,08-09-2023,Contract
Flipkart,Bangalore,Software Engineer,"Ruby on Rails, PostgreSQL",NA,Entry-level,5-8 LPA,29-05-2024,Part-time
Tata Consultancy Services,Jaipur,Data Analyst,"Node.js, Express, MongoDB",NA,Mid-level,6-10 LPA,28-09-2023,Contract
Infosys,Pune,Product Manager,"SQL, Power BI, Excel",NA,Mid-level,5-8 LPA,19-08-2024,Internship
IBM,Bangalore,Cybersecurity Analyst,"Ruby on Rails, PostgreSQL",NA,Entry-level,10-15 LPA,18-05-2024,Contract
Accenture,Noida,Cybersecurity Analyst,"React, Node.js, SQL",NA,Senior,3-5 LPA,04-04-2024,Internship
Microsoft,Lucknow,Cloud Engineer,"HTML, CSS, JavaScript",NA,Senior,20-30 LPA,30-10-2023,Full-time
Cognizant,Bhopal,Cybersecurity Analyst,"React, Node.js, SQL",NA,Entry-level,10-15 LPA,19-08-2023,Contract
Zomato,Noida,Software Engineer,"Python, NLP, AI models",NA,Entry-level,5-8 LPA,20-10-2024,Part-time
Infosys,Pune,Data Scientist,"AWS, Azure, Docker",NA,Entry-level,20-30 LPA,19-12-2023,Internship
IBM,Pune,Frontend Developer,"HTML, CSS, JavaScript",NA,Senior,20-30 LPA,23-10-2023,Part-time
Zomato,Surat,ML Engineer,"Ruby on Rails, PostgreSQL",NA,Senior,15-20 LPA,05-09-2023,Internship
Tata Consultancy Services,Bangalore,DevOps Engineer,"Python, NLP, AI models",NA,Mid-level,20-30 LPA,21-09-2023,Full-time
Tata Consultancy Services,Chennai,Backend Developer,"HTML, CSS, JavaScript",NA,Senior,20-30 LPA,10-03-2023,Full-time
Google,Indore,Software Engineer,"SQL, Power BI, Excel",NA,Senior,3-5 LPA,18-06-2024,Contract
Wipro,Mumbai,Cybersecurity Analyst,"CI/CD, Jenkins, Kubernetes",NA,Entry-level,20-30 LPA,03-09-2023,Internship
Swiggy,Mumbai,Full Stack Developer,"Go, Kubernetes, Docker",NA,Mid-level,20-30 LPA,09-09-2024,Part-time
Microsoft,Bhopal,Frontend Developer,"AWS, Azure, Docker",NA,Entry-level,5-8 LPA,17-02-2025,Full-time
IBM,Jaipur,Cloud Engineer,"Java, Spring Boot, Microservices",NA,Senior,3-5 LPA,18-03-2024,Internship
Deloitte,Noida,ML Engineer,"Go, Kubernetes, Docker",NA,Senior,15-20 LPA,28-10-2024,Contract
Amazon,Bhopal,Frontend Developer,"AWS, Azure, Docker",NA,Entry-level,5-8 LPA,25-07-2024,Full-time
Microsoft,Lucknow,Software Engineer,"Python, ML, TensorFlow",NA,Entry-level,18-25 LPA,06-08-2024,Full-time
Tech Mahindra,Hyderabad,Backend Developer,"Python, NLP, AI models",NA,Senior,18-25 LPA,11-02-2023,Internship
Oracle,Indore,Frontend Developer,"SQL, Power BI, Excel",NA,Mid-level,7-12 LPA,10-10-2024,Internship
Infosys,Nagpur,Business Analyst,"SQL, Power BI, Excel",NA,Senior,20-30 LPA,14-02-2023,Full-time
Accenture,Jaipur,Data Scientist,"Python, ML, TensorFlow",NA,Mid-level,3-5 LPA,10-08-2023,Internship
Wipro,Bhopal,Software Engineer,"Python, NLP, AI models",NA,Senior,3-5 LPA,09-04-2023,Internship
IBM,Hyderabad,Cloud Engineer,"Python, NLP, AI models",NA,Senior,5-8 LPA,06-02-2024,Internship
Wipro,Ahmedabad,Cybersecurity Analyst,"Python, ML, TensorFlow",NA,Senior,18-25 LPA,17-08-2023,Part-time
Byju's,Hyderabad,DevOps Engineer,"Ruby on Rails, PostgreSQL",NA,Senior,7-12 LPA,09-02-2023,Contract
Cognizant,Surat,Data Analyst,"React, Node.js, SQL",NA,Senior,3-5 LPA,09-05-2024,Part-time
Capgemini,Bhopal,Backend Developer,"SQL, Excel, Data Visualization",NA,Senior,4-6 LPA,26-04-2024,Full-time
Swiggy,Bangalore,Backend Developer,"Go, Kubernetes, Docker",NA,Senior,20-30 LPA,27-06-2024,Full-time
Amazon,Mumbai,Backend Developer,"Python, ML, TensorFlow",NA,Senior,7-12 LPA,29-11-2023,Part-time
IBM,Nagpur,DevOps Engineer,"SQL, Power BI, Excel",NA,Entry-level,10-15 LPA,06-07-2024,Full-time
Flipkart,Pune,Cybersecurity Analyst,"Python, ML, TensorFlow",NA,Entry-level,15-20 LPA,14-06-2023,Contract
Tata Consultancy Services,Kolkata,DevOps Engineer,"Python, NLP, AI models",NA,Entry-level,6-10 LPA,02-07-2024,Contract
HCL Technologies,Bangalore,Product Manager,"Go, Kubernetes, Docker",NA,Senior,18-25 LPA,14-05-2023,Internship
Zomato,Nagpur,Software Engineer,"CI/CD, Jenkins, Kubernetes",NA,Mid-level,6-10 LPA,24-03-2023,Full-time
Cognizant,Hyderabad,Product Manager,"Python, ML, TensorFlow",NA,Entry-level,4-6 LPA,18-01-2023,Contract
Capgemini,Lucknow,Product Manager,"SQL, Power BI, Excel",NA,Senior,6-10 LPA,17-02-2023,Full-time
HCL Technologies,Bangalore,Software Engineer,"CI/CD, Jenkins, Kubernetes",NA,Senior,10-15 LPA,06-03-2023,Internship
Zomato,Mumbai,Backend Developer,"Node.js, Express, MongoDB",NA,Senior,18-25 LPA,16-02-2024,Contract
IBM,Noida,ML Engineer,"Go, Kubernetes, Docker",NA,Mid-level,10-15 LPA,20-04-2024,Contract
Oracle,Kolkata,Cybersecurity Analyst,"HTML, CSS, JavaScript",NA,Mid-level,4-6 LPA,27-06-2024,Part-time
Cognizant,Mumbai,Business Analyst,"Python, ML, TensorFlow",NA,Entry-level,3-5 LPA,07-04-2024,Internship
Tech Mahindra,Ahmedabad,Cloud Engineer,"AWS, Azure, Docker",NA,Mid-level,10-15 LPA,12-02-2023,Part-time
Zomato,Noida,Cybersecurity Analyst,"SQL, Excel, Data Visualization",NA,Senior,10-15 LPA,10-09-2023,Contract
Wipro,Chennai,Full Stack Developer,"Node.js, Express, MongoDB",NA,Senior,18-25 LPA,27-11-2024,Internship
Microsoft,Chennai,DevOps Engineer,"SQL, Excel, Data Visualization",NA,Senior,20-30 LPA,08-08-2023,Internship
Amazon,Pune,Frontend Developer,"Go, Kubernetes, Docker",NA,Mid-level,3-5 LPA,17-11-2023,Contract
Accenture,Pune,Backend Developer,"SQL, Power BI, Excel",NA,Senior,3-5 LPA,02-02-2024,Part-time
Flipkart,Mumbai,Data Analyst,"Go, Kubernetes, Docker",NA,Entry-level,4-6 LPA,16-08-2023,Contract
IBM,Ahmedabad,Full Stack Developer,"HTML, CSS, JavaScript",NA,Mid-level,6-10 LPA,12-04-2023,Contract
HCL Technologies,Pune,Product Manager,"Python, ML, TensorFlow",NA,Senior,15-20 LPA,03-02-2024,Part-time
Cognizant,Bhopal,Cloud Engineer,"Java, Spring Boot, Microservices",NA,Senior,7-12 LPA,16-10-2024,Full-time
Oracle,Coimbatore,Full Stack Developer,"React, Node.js, SQL",NA,Entry-level,7-12 LPA,20-11-2024,Part-time
Flipkart,Ahmedabad,Cybersecurity Analyst,"Java, Spring Boot, Microservices",NA,Senior,4-6 LPA,10-08-2024,Internship
Microsoft,Surat,Full Stack Developer,"Ruby on Rails, PostgreSQL",NA,Entry-level,18-25 LPA,30-09-2024,Part-time
Tata Consultancy Services,Ahmedabad,Data Scientist,"HTML, CSS, JavaScript",NA,Senior,15-20 LPA,26-11-2024,Internship
Capgemini,Coimbatore,Full Stack Developer,"Python, ML, TensorFlow",NA,Senior,18-25 LPA,16-05-2024,Contract
HCL Technologies,Pune,Data Scientist,"CI/CD, Jenkins, Kubernetes",NA,Mid-level,4-6 LPA,02-07-2023,Part-time
Capgemini,Jaipur,Backend Developer,"AWS, Azure, Docker",NA,Entry-level,20-30 LPA,29-05-2023,Internship
Amazon,Ahmedabad,Frontend Developer,"SQL, Excel, Data Visualization",NA,Senior,7-12 LPA,06-03-2025,Part-time
Paytm,Chennai,Frontend Developer,"SQL, Excel, Data Visualization",NA,Mid-level,3-5 LPA,09-07-2024,Part-time
Google,Bangalore,Frontend Developer,"Python, ML, TensorFlow",NA,Mid-level,7-12 LPA,04-11-2024,Internship
Flipkart,Mumbai,Data Analyst,"AWS, Azure, Docker",NA,Senior,7-12 LPA,24-10-2023,Full-time
Amazon,Pune,Software Engineer,"React, Node.js, SQL",NA,Mid-level,4-6 LPA,17-06-2023,Full-time
Wipro,Noida,Backend Developer,"Python, NLP, AI models",NA,Entry-level,3-5 LPA,05-05-2023,Contract
PhonePe,Nagpur,Data Scientist,"Java, Spring Boot, Microservices",NA,Senior,15-20 LPA,27-03-2024,Contract
Zomato,Lucknow,Business Analyst,"HTML, CSS, JavaScript",NA,Entry-level,4-6 LPA,07-08-2023,Full-time
IBM,Chennai,Backend Developer,"Python, NLP, AI models",NA,Senior,6-10 LPA,18-07-2023,Contract
Tata Consultancy Services,Bhopal,Data Scientist,"SQL, Power BI, Excel",NA,Senior,5-8 LPA,23-07-2024,Full-time
Flipkart,Bhopal,Business Analyst,"SQL, Excel, Data Visualization",NA,Senior,18-25 LPA,03-10-2023,Part-time
Deloitte,Coimbatore,Cloud Engineer,"Ruby on Rails, PostgreSQL",NA,Entry-level,10-15 LPA,03-07-2023,Internship
Tech Mahindra,Gurgaon,Business Analyst,"Go, Kubernetes, Docker",NA,Senior,4-6 LPA,30-03-2024,Part-time
Oracle,Noida,Product Manager,"AWS, Azure, Docker",NA,Mid-level,6-10 LPA,04-09-2024,Contract
HCL Technologies,Pune,Software Engineer,"HTML, CSS, JavaScript",NA,Entry-level,18-25 LPA,19-12-2023,Part-time
Oracle,Pune,Frontend Developer,"Python, NLP, AI models",NA,Entry-level,6-10 LPA,17-07-2024,Contract
Tech Mahindra,Hyderabad,DevOps Engineer,"HTML, CSS, JavaScript",NA,Senior,15-20 LPA,18-06-2023,Full-time
Capgemini,Coimbatore,Cybersecurity Analyst,"Node.js, Express, MongoDB",NA,Mid-level,4-6 LPA,24-02-2024,Part-time
Flipkart,Lucknow,Cloud Engineer,"Node.js, Express, MongoDB",NA,Entry-level,3-5 LPA,14-05-2023,Full-time
Byju's,Bangalore,Data Scientist,"Python, ML, TensorFlow",NA,Senior,6-10 LPA,25-06-2024,Contract
Capgemini,Chennai,DevOps Engineer,"Java, Spring Boot, Microservices",NA,Mid-level,4-6 LPA,25-11-2023,Part-time
Tech Mahindra,Kolkata,Cybersecurity Analyst,"AWS, Azure, Docker",NA,Entry-level,6-10 LPA,18-10-2024,Contract
Accenture,Indore,Cybersecurity Analyst,"Ruby on Rails, PostgreSQL",NA,Entry-level,18-25 LPA,31-08-2024,Part-time
Infosys,Jaipur,DevOps Engineer,"SQL, Excel, Data Visualization",NA,Mid-level,18-25 LPA,23-09-2023,Full-time
Deloitte,Hyderabad,Data Analyst,"SQL, Power BI, Excel",NA,Senior,3-5 LPA,27-06-2024,Contract
Wipro,Jaipur,Business Analyst,"AWS, Azure, Docker",NA,Entry-level,20-30 LPA,25-07-2024,Internship
Byju's,Kolkata,Data Scientist,"Python, NLP, AI models",NA,Mid-level,7-12 LPA,05-10-2023,Internship
Accenture,Pune,Data Scientist,"CI/CD, Jenkins, Kubernetes",NA,Entry-level,4-6 LPA,17-10-2023,Contract
Microsoft,Bhopal,Software Engineer,"HTML, CSS, JavaScript",NA,Mid-level,20-30 LPA,08-05-2023,Part-time
IBM,Bangalore,ML Engineer,"AWS, Azure, Docker",NA,Mid-level,7-12 LPA,10-06-2024,Part-time
Tech Mahindra,Surat,Data Scientist,"SQL, Power BI, Excel",NA,Senior,10-15 LPA,24-01-2024,Internship
Microsoft,Kolkata,Product Manager,"HTML, CSS, JavaScript",NA,Mid-level,7-12 LPA,24-08-2024,Contract
Paytm,Nagpur,Data Analyst,"Python, NLP, AI models",NA,Senior,4-6 LPA,26-07-2024,Contract
Infosys,Mumbai,Business Analyst,"Node.js, Express, MongoDB",NA,Senior,6-10 LPA,12-11-2024,Contract
Paytm,Hyderabad,Data Scientist,"CI/CD, Jenkins, Kubernetes",NA,Senior,10-15 LPA,15-08-2024,Part-time
Swiggy,Mumbai,Data Scientist,"Python, ML, TensorFlow",NA,Entry-level,3-5 LPA,14-05-2024,Internship
HCL Technologies,Chennai,Product Manager,"CI/CD, Jenkins, Kubernetes",NA,Senior,18-25 LPA,07-02-2024,Contract
Paytm,Coimbatore,DevOps Engineer,"Node.js, Express, MongoDB",NA,Mid-level,18-25 LPA,31-07-2024,Part-time
Amazon,Mumbai,Backend Developer,"Go, Kubernetes, Docker",NA,Entry-level,7-12 LPA,10-01-2023,Contract
IBM,Lucknow,Cybersecurity Analyst,"Node.js, Express, MongoDB",NA,Entry-level,3-5 LPA,08-08-2024,Part-time
HCL Technologies,Bangalore,Frontend Developer,"React, Node.js, SQL",NA,Senior,15-20 LPA,03-09-2024,Contract
Oracle,Jaipur,Data Scientist,"HTML, CSS, JavaScript",NA,Entry-level,18-25 LPA,21-11-2024,Part-time
Microsoft,Coimbatore,ML Engineer,"Go, Kubernetes, Docker",NA,Entry-level,5-8 LPA,01-07-2024,Part-time
Google,Nagpur,Cybersecurity Analyst,"Node.js, Express, MongoDB",NA,Entry-level,10-15 LPA,01-11-2024,Part-time
PhonePe,Noida,Software Engineer,"Ruby on Rails, PostgreSQL",NA,Mid-level,20-30 LPA,01-08-2023,Full-time
Byju's,Mumbai,Cloud Engineer,"Python, NLP, AI models",NA,Mid-level,3-5 LPA,12-01-2025,Contract
PhonePe,Chennai,Software Engineer,"Python, ML, TensorFlow",NA,Mid-level,5-8 LPA,07-01-2023,Contract
Paytm,Surat,Data Scientist,"Java, Spring Boot, Microservices",NA,Mid-level,5-8 LPA,02-05-2024,Internship
Amazon,Coimbatore,ML Engineer,"Python, ML, TensorFlow",NA,Senior,10-15 LPA,06-11-2023,Contract
Swiggy,Chennai,Cybersecurity Analyst,"Python, ML, TensorFlow",NA,Entry-level,15-20 LPA,06-12-2023,Part-time
Infosys,Mumbai,DevOps Engineer,"Node.js, Express, MongoDB",NA,Mid-level,15-20 LPA,04-09-2023,Contract
PhonePe,Kolkata,Data Analyst,"React, Node.js, SQL",NA,Senior,6-10 LPA,02-02-2023,Full-time
Oracle,Noida,Backend Developer,"Python, ML, TensorFlow",NA,Senior,15-20 LPA,12-03-2023,Contract
Oracle,Lucknow,Backend Developer,"SQL, Excel, Data Visualization",NA,Entry-level,6-10 LPA,30-11-2024,Contract
Flipkart,Jaipur,Cloud Engineer,"CI/CD, Jenkins, Kubernetes",NA,Senior,7-12 LPA,14-01-2024,Contract
Paytm,Nagpur,Frontend Developer,"React, Node.js, SQL",NA,Senior,10-15 LPA,31-10-2023,Full-time
Zomato,Mumbai,Frontend Developer,"Go, Kubernetes, Docker",NA,Senior,18-25 LPA,02-01-2024,Internship
Amazon,Pune,Product Manager,"Go, Kubernetes, Docker",NA,Mid-level,6-10 LPA,20-05-2024,Part-time
PhonePe,Bangalore,Full Stack Developer,"Node.js, Express, MongoDB",NA,Mid-level,5-8 LPA,07-09-2023,Internship
Infosys,Chennai,Software Engineer,"Node.js, Express, MongoDB",NA,Mid-level,6-10 LPA,15-11-2023,Full-time
Flipkart,Coimbatore,ML Engineer,"SQL, Excel, Data Visualization",NA,Mid-level,5-8 LPA,04-01-2025,Part-time
HCL Technologies,Nagpur,Business Analyst,"SQL, Power BI, Excel",NA,Senior,5-8 LPA,31-01-2023,Part-time
IBM,Mumbai,Frontend Developer,"HTML, CSS, JavaScript",NA,Mid-level,15-20 LPA,14-09-2024,Contract
Byju's,Kolkata,Backend Developer,"Python, NLP, AI models",NA,Mid-level,18-25 LPA,08-03-2023,Part-time
Cognizant,Jaipur,Data Analyst,"Python, NLP, AI models",NA,Entry-level,6-10 LPA,12-10-2024,Contract
Zomato,Lucknow,Product Manager,"Java, Spring Boot, Microservices",NA,Mid-level,20-30 LPA,20-10-2023,Contract
Wipro,Coimbatore,Full Stack Developer,"Java, Spring Boot, Microservices",NA,Senior,3-5 LPA,29-05-2024,Part-time
Cognizant,Coimbatore,Full Stack Developer,"HTML, CSS, JavaScript",NA,Senior,7-12 LPA,26-04-2024,Internship
Deloitte,Jaipur,Full Stack Developer,"Java, Spring Boot, Microservices",NA,Senior,7-12 LPA,07-12-2024,Contract
HCL Technologies,Kolkata,Business Analyst,"Java, Spring Boot, Microservices",NA,Senior,5-8 LPA,04-11-2024,Contract
Google,Coimbatore,Product Manager,"HTML, CSS, JavaScript",NA,Senior,4-6 LPA,18-12-2024,Part-time
Capgemini,Surat,Full Stack Developer,"Python, ML, TensorFlow",NA,Senior,15-20 LPA,08-03-2024,Contract
Oracle,Bangalore,Data Analyst,"HTML, CSS, JavaScript",NA,Mid-level,10-15 LPA,01-04-2024,Internship
Capgemini,Nagpur,ML Engineer,"Ruby on Rails, PostgreSQL",NA,Mid-level,7-12 LPA,02-10-2024,Full-time
Flipkart,Gurgaon,Cloud Engineer,"HTML, CSS, JavaScript",NA,Mid-level,10-15 LPA,11-10-2024,Full-time
Zomato,Mumbai,Full Stack Developer,"Go, Kubernetes, Docker",NA,Mid-level,10-15 LPA,01-10-2023,Internship
Zomato,Bangalore,DevOps Engineer,"Java, Spring Boot, Microservices",NA,Entry-level,20-30 LPA,05-06-2024,Full-time
Cognizant,Pune,Product Manager,"Ruby on Rails, PostgreSQL",NA,Mid-level,18-25 LPA,13-04-2024,Part-time
Swiggy,Lucknow,Cloud Engineer,"Go, Kubernetes, Docker",NA,Entry-level,18-25 LPA,02-02-2023,Contract
Byju's,Surat,DevOps Engineer,"HTML, CSS, JavaScript",NA,Mid-level,10-15 LPA,18-08-2023,Contract
PhonePe,Indore,Full Stack Developer,"Python, NLP, AI models",NA,Mid-level,10-15 LPA,05-05-2023,Contract
IBM,Indore,Cloud Engineer,"React, Node.js, SQL",NA,Senior,4-6 LPA,15-02-2023,Part-time
Paytm,Gurgaon,DevOps Engineer,"Ruby on Rails, PostgreSQL",NA,Mid-level,4-6 LPA,28-05-2023,Contract
Zomato,Ahmedabad,ML Engineer,"HTML, CSS, JavaScript",NA,Mid-level,7-12 LPA,09-01-2023,Part-time
Cognizant,Ahmedabad,Full Stack Developer,"HTML, CSS, JavaScript",NA,Mid-level,5-8 LPA,29-12-2023,Full-time
PhonePe,Bangalore,DevOps Engineer,"Python, NLP, AI models",NA,Entry-level,18-25 LPA,05-02-2024,Part-time
Infosys,Lucknow,Data Analyst,"CI/CD, Jenkins, Kubernetes",NA,Entry-level,6-10 LPA,17-04-2024,Internship
PhonePe,Gurgaon,Backend Developer,"Python, NLP, AI models",NA,Entry-level,18-25 LPA,24-05-2023,Contract
Accenture,Chennai,Business Analyst,"Node.js, Express, MongoDB",NA,Entry-level,20-30 LPA,13-12-2023,Part-time
Accenture,Bangalore,Data Analyst,"Python, ML, TensorFlow",NA,Entry-level,5-8 LPA,23-12-2024,Full-time
Byju's,Nagpur,Cybersecurity Analyst,"AWS, Azure, Docker",NA,Entry-level,7-12 LPA,04-12-2023,Contract
Capgemini,Bhopal,Cybersecurity Analyst,"Ruby on Rails, PostgreSQL",NA,Senior,7-12 LPA,09-08-2024,Full-time
Zomato,Lucknow,Frontend Developer,"AWS, Azure, Docker",NA,Entry-level,4-6 LPA,30-06-2023,Contract
PhonePe,Coimbatore,ML Engineer,"Ruby on Rails, PostgreSQL",NA,Entry-level,15-20 LPA,28-04-2023,Full-time
Oracle,Pune,Frontend Developer,"Java, Spring Boot, Microservices",NA,Senior,18-25 LPA,28-10-2024,Part-time
Byju's,Pune,Frontend Developer,"SQL, Excel, Data Visualization",NA,Entry-level,5-8 LPA,19-06-2024,Full-time
Accenture,Nagpur,ML Engineer,"React, Node.js, SQL",NA,Mid-level,7-12 LPA,22-02-2025,Part-time
Zomato,Chennai,Software Engineer,"Python, NLP, AI models",NA,Mid-level,18-25 LPA,25-06-2023,Full-time
PhonePe,Indore,Full Stack Developer,"Python, ML, TensorFlow",NA,Senior,7-12 LPA,11-01-2023,Part-time
Deloitte,Jaipur,Full Stack Developer,"Python, ML, TensorFlow",NA,Senior,7-12 LPA,15-08-2023,Internship
Tata Consultancy Services,Mumbai,Cybersecurity Analyst,"React, Node.js, SQL",NA,Senior,4-6 LPA,28-10-2023,Contract
HCL Technologies,Noida,Software Engineer,"SQL, Excel, Data Visualization",NA,Entry-level,3-5 LPA,03-09-2023,Part-time
IBM,Surat,Business Analyst,"Python, NLP, AI models",NA,Senior,18-25 LPA,11-01-2023,Part-time
Oracle,Lucknow,DevOps Engineer,"Python, ML, TensorFlow",NA,Senior,10-15 LPA,08-05-2023,Full-time
PhonePe,Hyderabad,Cloud Engineer,"HTML, CSS, JavaScript",NA,Mid-level,20-30 LPA,19-06-2023,Contract
PhonePe,Hyderabad,Product Manager,"SQL, Power BI, Excel",NA,Entry-level,20-30 LPA,03-03-2023,Full-time
Accenture,Jaipur,DevOps Engineer,"HTML, CSS, JavaScript",NA,Mid-level,15-20 LPA,16-09-2023,Part-time
IBM,Noida,Backend Developer,"SQL, Power BI, Excel",NA,Senior,4-6 LPA,08-07-2023,Full-time
Flipkart,Pune,ML Engineer,"CI/CD, Jenkins, Kubernetes",NA,Mid-level,7-12 LPA,20-02-2023,Internship
HCL Technologies,Bhopal,Backend Developer,"Python, ML, TensorFlow",NA,Entry-level,6-10 LPA,06-02-2023,Full-time
Infosys,Mumbai,Cybersecurity Analyst,"Node.js, Express, MongoDB",NA,Senior,7-12 LPA,14-09-2023,Full-time
Tata Consultancy Services,Chennai,DevOps Engineer,"Ruby on Rails, PostgreSQL",NA,Entry-level,15-20 LPA,20-10-2023,Internship
Tata Consultancy Services,Bangalore,Backend Developer,"HTML, CSS, JavaScript",NA,Senior,7-12 LPA,05-01-2025,Internship
HCL Technologies,Bhopal,Product Manager,"SQL, Power BI, Excel",NA,Mid-level,10-15 LPA,27-04-2024,Full-time
Amazon,Coimbatore,DevOps Engineer,"AWS, Azure, Docker",NA,Mid-level,6-10 LPA,08-01-2025,Part-time
PhonePe,Jaipur,Full Stack Developer,"HTML, CSS, JavaScript",NA,Mid-level,5-8 LPA,23-04-2023,Contract
Swiggy,Jaipur,Data Scientist,"Ruby on Rails, PostgreSQL",NA,Senior,6-10 LPA,26-01-2024,Contract
Tech Mahindra,Pune,Software Engineer,"Go, Kubernetes, Docker",NA,Entry-level,3-5 LPA,28-02-2025,Part-time
IBM,Chennai,ML Engineer,"AWS, Azure, Docker",NA,Entry-level,4-6 LPA,09-06-2023,Full-time
Swiggy,Surat,Business Analyst,"Node.js, Express, MongoDB",NA,Entry-level,18-25 LPA,13-04-2023,Part-time
Microsoft,Kolkata,Business Analyst,"Python, NLP, AI models",NA,Senior,20-30 LPA,23-05-2024,Contract
Zomato,Pune,DevOps Engineer,"HTML, CSS, JavaScript",NA,Senior,4-6 LPA,12-12-2024,Part-time
Amazon,Mumbai,Backend Developer,"Python, NLP, AI models",NA,Senior,3-5 LPA,20-04-2023,Full-time
Capgemini,Bhopal,Software Engineer,"React, Node.js, SQL",NA,Entry-level,7-12 LPA,09-03-2025,Full-time
Tech Mahindra,Ahmedabad,Backend Developer,"Java, Spring Boot, Microservices",NA,Senior,6-10 LPA,17-10-2023,Internship
Byju's,Bhopal,Product Manager,"AWS, Azure, Docker",NA,Senior,7-12 LPA,15-09-2024,Full-time
Wipro,Pune,Business Analyst,"AWS, Azure, Docker",NA,Mid-level,3-5 LPA,22-02-2023,Contract
Google,Bhopal,Frontend Developer,"HTML, CSS, JavaScript",NA,Senior,18-25 LPA,29-01-2024,Full-time
PhonePe,Ahmedabad,Product Manager,"AWS, Azure, Docker",NA,Senior,3-5 LPA,14-02-2023,Full-time
Capgemini,Mumbai,Data Scientist,"HTML, CSS, JavaScript",NA,Mid-level,18-25 LPA,30-12-2023,Internship
HCL Technologies,Mumbai,Product Manager,"HTML, CSS, JavaScript",NA,Senior,6-10 LPA,25-09-2023,Part-time
Flipkart,Pune,Cloud Engineer,"Python, ML, TensorFlow",NA,Entry-level,20-30 LPA,31-01-2025,Part-time
Infosys,Pune,Data Scientist,"CI/CD, Jenkins, Kubernetes",NA,Entry-level,5-8 LPA,06-07-2024,Internship
Deloitte,Pune,Software Engineer,"Ruby on Rails, PostgreSQL",NA,Senior,18-25 LPA,06-10-2023,Internship
Microsoft,Kolkata,Business Analyst,"Java, Spring Boot, Microservices",NA,Mid-level,6-10 LPA,09-06-2023,Contract
PhonePe,Jaipur,Cloud Engineer,"React, Node.js, SQL",NA,Mid-level,3-5 LPA,13-08-2023,Part-time
Tata Consultancy Services,Jaipur,Cybersecurity Analyst,"AWS, Azure, Docker",NA,Senior,5-8 LPA,02-01-2025,Internship
Wipro,Lucknow,ML Engineer,"AWS, Azure, Docker",NA,Senior,18-25 LPA,23-01-2025,Internship
Amazon,Ahmedabad,Data Scientist,"AWS, Azure, Docker",NA,Mid-level,10-15 LPA,09-05-2024,Contract
Capgemini,Ahmedabad,Business Analyst,"Go, Kubernetes, Docker",NA,Entry-level,7-12 LPA,14-04-2024,Part-time
Microsoft,Jaipur,ML Engineer,"Java, Spring Boot, Microservices",NA,Senior,10-15 LPA,21-10-2024,Part-time
Amazon,Hyderabad,Data Analyst,"SQL, Excel, Data Visualization",NA,Entry-level,18-25 LPA,23-02-2024,Part-time
Amazon,Jaipur,Cloud Engineer,"Node.js, Express, MongoDB",NA,Mid-level,10-15 LPA,14-08-2024,Part-time
Byju's,Bangalore,Full Stack Developer,"SQL, Excel, Data Visualization",NA,Senior,4-6 LPA,19-05-2024,Contract
Google,Pune,Frontend Developer,"Python, NLP, AI models",NA,Mid-level,6-10 LPA,08-06-2023,Full-time
Wipro,Bhopal,Product Manager,"Java, Spring Boot, Microservices",NA,Senior,20-30 LPA,29-12-2023,Internship
Tata Consultancy Services,Hyderabad,ML Engineer,"CI/CD, Jenkins, Kubernetes",NA,Mid-level,20-30 LPA,05-02-2025,Internship
